dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,fallback_count,method_elapsed_sec,activation_policy,activation_scope,activation_topk,activation_tau,operator_name,dictionary_estimator,safe_generator,bridge_realizer,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,gamma_requested_mean,gamma_used_mean,gamma_zero_rate,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,direction_bank_source,utilization_mode,core_training_mode,aug_train_ratio,multi_template_pairs,template_selection,zpia_z_dim,zpia_n_train,zpia_n_train_lt_z_dim,zpia_row_norm_min,zpia_row_norm_max,zpia_row_norm_mean,zpia_fallback_row_count,telm2_recon_last,telm2_recon_mean,telm2_recon_std,selected_template_entropy
atrialfibrillation,1,no_aug,success,,0.25925925925925924,0.25925925925925924,0.0,0,0.0,0.0,none,hard,resnet1d,True,False,none,True,none,0.5555555555555555,19,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atrialfibrillation,1,csta_topk_uniform_top5,success,,0.2358974358974359,0.4767676767676767,0.24087024087024078,120,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,uniform_top5_response,0.5555555555555555,14,0,0,5.484231576992897,uniform_topk,single_anchor,5.0,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001282294500337,0.0270561520931879,1.0722887506504823,0.1087524052987783,0.2722070968286711,1.0436398830928968,0.1,0.1,0.0,0.0,0.0,120.0,120.0,10.0,10.0,0.0,1.6326309271483517,0.3333333333333333,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,3.0,12.0,False,1.0,1.0,1.0,0.0,0.2550371083690743,0.2867997950590593,0.0662662563935412,1.6326309271483517
atrialfibrillation,2,no_aug,success,,0.3259259259259259,0.3259259259259259,0.0,0,0.0,0.0,none,hard,resnet1d,True,False,none,True,none,0.5555555555555555,17,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atrialfibrillation,2,csta_topk_uniform_top5,success,,0.2794117647058823,0.3756613756613756,0.09624961095549328,120,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,uniform_top5_response,0.5555555555555555,25,0,0,6.1883100370178,uniform_topk,single_anchor,5.0,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001281129918173,0.0332052420473859,1.0520823055770174,0.1128198144153842,0.2631824897001497,1.033774431547862,0.1,0.1,0.0,0.0,0.0,120.0,120.0,10.0,10.0,0.0,1.7917594692210548,0.3333333333333333,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,3.0,12.0,False,1.0,1.0,1.0,0.0,0.3592279026832697,0.3777094475231055,0.043015200500775,1.7917594692210548
atrialfibrillation,3,no_aug,success,,0.47070707070707063,0.47070707070707063,0.0,0,0.0,0.0,none,hard,resnet1d,True,False,none,True,none,0.5555555555555555,30,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atrialfibrillation,3,csta_topk_uniform_top5,success,,0.3831168831168831,0.3388888888888888,-0.04422799422799428,120,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,uniform_top5_response,0.5555555555555555,20,0,0,5.717505993990926,uniform_topk,single_anchor,5.0,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001282920427136,0.0323903005745582,1.0727612539847746,0.1144052453030838,0.27283001409108,0.8437962467856865,0.1,0.1,0.0,0.0,0.0,120.0,120.0,10.0,10.0,0.0,1.6609474332809178,0.25,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,3.0,12.0,False,1.0,1.0,1.0,0.0,0.2480053213535128,0.2473399434098298,0.0043627584516276,1.6609474332809178
ering,1,no_aug,success,,0.8807545878532168,0.8807545878532168,0.0,0,0.0,0.0,none,hard,resnet1d,True,False,none,True,none,1.0,30,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ering,1,csta_topk_uniform_top5,success,,0.7989784948005972,0.8579678824934992,0.05898938769290196,240,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,uniform_top5_response,1.0,30,0,0,6.0552333170198835,uniform_topk,single_anchor,5.0,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001813588700088,0.0013170723671426,1.100166125799536,0.1495433511972191,0.2135878948785501,1.0850636769840405,0.1,0.1,0.0,0.0,0.0,240.0,240.0,10.0,10.0,0.0,2.0377128268608677,0.2083333333333333,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,10.0,24.0,False,1.0,1.0,1.0,0.0,0.323908626804241,0.3384924606380963,0.0053674422524026,2.0377128268608677
ering,2,no_aug,success,,0.8696811813489775,0.8696811813489775,0.0,0,0.0,0.0,none,hard,resnet1d,True,False,none,True,none,1.0,30,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ering,2,csta_topk_uniform_top5,success,,0.8707731610522215,0.8679241717380252,-0.002848989314196304,240,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,uniform_top5_response,1.0,27,0,0,5.898919520986965,uniform_topk,single_anchor,5.0,,PIA,TELM2,local_margin_safe_step,whitening_coloring,0.0001812194388137,0.0013015840543201,1.098069042572177,0.1429676655229652,0.2204065089772856,1.0484200830955133,0.1,0.1,0.0,0.0,0.0,240.0,240.0,10.0,10.0,0.0,2.003428294150429,0.2916666666666667,zpia_top1_pool,core_concat,concat_all,10.0,1.0,anchor_top_abs_response,10.0,24.0,False,1.0,1.0,1.0,0.0,0.3222339555125668,0.3261402467539024,0.0143436075719679,2.003428294150429
